Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
observación análogo	2	10.69	observaciones análogas	Nom Adjectif
productividad del trabajador medio	2	10.69	productividad del trabajador medio	Nom Préposition Nom Adjectif
degradantes	2	10.69	degradantes	Adjectif
programación de computadora	2	10.69	programación de computadoras	Nom Préposition Nom
amortiguarán	2	10.69	amortiguarán	Verbe
trabajador del sector industrial	2	10.69	trabajadores del sector industrial	Nom Préposition Nom Adjectif
costo de vida	2	10.69	costo de vida	Nom Préposition Nom
revelación -la	2	10.69	revelación -la	Nom Nom
edad de jean-paul	2	10.69	edad de jean-paul	Nom Préposition Nom
existencia de barrera proteccionista	2	10.69	existencia de barreras proteccionistas	Nom Préposition Nom Adjectif
época revolucionario	2	10.69	época revolucionaria	Nom Adjectif
aprovechar	2	10.69	aprovechar	Nom
mayoría del ingreso miserable	2	10.69	mayoría del ingreso miserable	Nom Préposition Nom Adjectif
ingreso en toulouse	2	10.69	ingresos en toulouse	Nom Préposition Nom
vestido en viet	2	10.69	vestido en viet	Nom Préposition Nom
blanco del resentimiento	2	10.69	blanco del resentimiento	Nom Préposition Nom
historiador -sea	2	10.69	historiadores -sea	Nom Nom
analytique	2	10.69	analytique	Verbe
método de transferencia	2	10.69	método de transferencia	Nom Préposition Nom
garantía del ingreso	2	10.69	garantía del ingreso	Nom Préposition Nom
programa de transferencia público	2	10.69	programas de transferencias públicas	Nom Préposition Nom Adjectif
emergencia en viaje	2	10.69	emergencia en viajes	Nom Préposition Nom
joven vietnamita	2	10.69	joven vietnamita	Nom Adjectif
descuento en viaje	2	10.69	descuentos en viajes	Nom Préposition Nom
estado de maharashtra	2	10.69	estado de maharashtra	Nom Préposition Nom
parte del sector moderno	2	10.69	parte del sector moderno	Nom Préposition Nom Adjectif
instrumento gráfico	2	10.69	instrumento gráfico	Nom Adjectif
operación habitual	2	10.69	operaciones habituales	Nom Adjectif
estado de impotencia	2	10.69	estado de impotencia	Nom Préposition Nom
trabajador del sector formal	2	10.69	trabajadores del sector formal	Nom Préposition Nom Adjectif
duong en viet	2	10.69	duong en viet	Nom Préposition Nom
disponibilidad inmediato	2	10.69	disponibilidad inmediata	Nom Adjectif
campesino vietnamita	2	10.69	campesino vietnamita	Nom Adjectif
gobierno prusiano	2	10.69	gobierno prusiano	Nom Adjectif
dominio suficiente	2	10.69	dominio suficiente	Nom Adjectif
sector asalariado	2	10.69	sector asalariado	Nom Adjectif
problema neoclásico	2	10.69	problema neoclásico	Nom Adjectif
nuestros uso	2	10.69	nuestros usos	Nom Nom
fundamento epistemológico	2	10.69	fundamento epistemológico	Nom Adjectif
especialista -aun	2	10.69	especialistas -aun	Nom Nom
vendedor callejero	2	10.69	vendedor callejero	Nom Adjectif
mes por año	2	10.69	meses por año	Nom Préposition Nom
modelo de crecimiento exógeno	2	10.69	modelos de crecimiento exógeno	Nom Préposition Nom Adjectif
economista moderno	2	10.69	economista moderno	Nom Adjectif
nuestra dependencia	2	10.69	nuestra dependencia	Nom Nom
naturaleza hipotética	2	10.69	naturaleza hipotética	Nom Adjectif
exposición del análisis económico	2	10.69	exposición del análisis económico	Nom Préposition Nom Adjectif
capital fundacional	2	10.69	capital fundacional	Nom Adjectif
cartera de título	2	10.69	cartera de títulos	Nom Préposition Nom
análisis del ciclo económico	2	10.69	análisis del ciclo económico	Nom Préposition Nom Adjectif
obra inmobiliario	2	10.69	obra inmobiliaria	Nom Adjectif
razón teórico	2	10.69	razones teóricas	Nom Adjectif
tesorería disponible	2	10.69	tesorería disponible	Nom Adjectif
fondo de dotación	2	10.69	fondo de dotación	Nom Préposition Nom
obra de tinbergen	2	10.69	obras de tinbergen	Nom Préposition Nom
acceleration	2	10.69	acceleration	Nom
readings	2	10.69	readings	Nom
diagnóstico fiel	2	10.69	diagnóstico fiel	Nom Adjectif
bibliografías	2	10.69	bibliografías	Nom
teoría del profesor	2	10.69	teoría del profesor	Nom Préposition Nom
ecuación en diferencia homogéneo	2	10.69	ecuación en diferencias homogénea	Nom Préposition Nom Adjectif
técnica elemental	2	10.69	técnica elemental	Nom Adjectif
obra extenso	2	10.69	obra extensa	Nom Adjectif
historia	2	10.69	historia	Adjectif
spiethoff	2	10.69	spiethoff	Nom
introducción bueno	2	10.69	introducción mejor	Nom Adjectif
cowles	2	10.69	cowles	Nom
dinámica moderno	2	10.69	dinámica moderna	Nom Adjectif
publicación del decreto	2	10.69	publicación del decreto	Nom Préposition Nom
régimen limitativo	2	10.69	régimen limitativo	Nom Adjectif
procedimiento dinamizador	2	10.69	procedimiento dinamizador	Nom Adjectif
renta del período	2	10.69	renta del período	Nom Préposition Nom
consumo del período anterior	2	10.69	consumo del período anterior	Nom Préposition Nom Adjectif
base de ordenación	2	10.69	bases de ordenación	Nom Préposition Nom
camino de equiparación operativo	2	10.69	camino de equiparación operativa	Nom Préposition Nom Adjectif
confusión fundamental	2	10.69	confusión fundamental	Nom Adjectif
movilidad imperfecto	2	10.69	movilidad imperfecta	Nom Adjectif
publicación de tinbergen	2	10.69	publicaciones de tinbergen	Nom Préposition Nom
método de tinbergen	2	10.69	métodos de tinbergen	Nom Préposition Nom
reimpreso	2	10.69	reimpreso	Verbe
ejemplo chafiles	2	10.69	ejemplo chafiles	Nom Adjectif
base de salario nominal	2	10.69	base de salarios nominales	Nom Préposition Nom Adjectif
cycles	2	10.69	cycles	Nom
deseo de disputa verbalista	2	10.69	deseo de disputa verbalista	Nom Préposition Nom Adjectif
comvmittee	2	10.69	comvmittee	Verbe
nuestro uso	2	10.69	nuestro uso	Nom Nom
dinámica general	2	10.69	dinámica general	Nom Adjectif
repetimos	2	10.69	repetimos	Verbe
uso del léxico	2	10.69	uso del léxico	Nom Préposition Nom
autoridad de nuestro	2	10.69	autoridades de nuestro	Nom Préposition Nom
nivel del salario corriente	2	10.69	nivel del salario corriente	Nom Préposition Nom Adjectif
volumen de ocupación anterior	2	10.69	volumen de ocupación anterior	Nom Préposition Nom Adjectif
lector inglés y norteamericano	2	10.69	lectores ingleses y norteamericanos	Nom Adjectif Coord_Conjunction Adjectif
método teórico y estadístico	2	10.69	métodos teóricos y estadísticos	Nom Adjectif Coord_Conjunction Adjectif
cycle	2	10.69	cycle	Nom
hipótesis ilícito	2	10.69	hipótesis ilícita	Nom Adjectif
inconformidad	2	10.69	inconformidad	Nom
equivalente del nivel general	2	10.69	equivalente del nivel general	Nom Préposition Nom Adjectif
creación de sindicato independiente	2	10.69	creación de sindicatos independientes	Nom Préposition Nom Adjectif
ventaja neto	2	10.69	ventajas netas	Nom Adjectif
convenio monetario	2	10.69	convenios monetarios	Nom Adjectif
elemento del costo marginal	2	10.69	elementos del costo marginal	Nom Préposition Nom Adjectif
nuestras grande	2	10.69	nuestras mayores	Nom Adjectif
igualdad preciso	2	10.69	igualdad precisa	Nom Adjectif
somers	2	10.69	somers	Nom
compañía de leasing	2	10.69	compañía de leasing	Nom Préposition Nom
esquema simplificadores	2	10.69	esquemas simplificadores	Nom Adjectif
insuperablemente	2	10.69	insuperablemente	Adverbe
nuestra presente	2	10.69	nuestra presente	Nom Adjectif
procedimiento de filosofar	2	10.69	procedimiento de filosofar	Nom Préposition Nom
relatividad histórico	2	10.69	relatividad histórica	Nom Adjectif
nuestras principal	2	10.69	nuestras principales	Nom Adjectif
física teórico	2	10.69	física teórica	Nom Adjectif
creación libre	2	10.69	creaciones libres	Nom Adjectif
estocásticas	2	10.69	estocásticas	Nom
abstracción generalizadora	2	10.69	abstracción generalizadora	Nom Adjectif
distribución conjunto	2	10.69	distribución conjunta	Nom Adjectif
función de tipo logarítmico	2	10.69	función de tipo logarítmico	Nom Préposition Nom Adjectif
error -error	2	10.69	error -error	Nom Nom
economista mismo	2	10.69	economista mismo	Nom Adjectif
reescribirla	2	10.69	reescribirla	Verbe
caso por medio	2	10.69	casos por medio	Nom Préposition Nom
caso concepto	2	10.69	caso conceptos	Nom Nom
técnica del historiador	2	10.69	técnicas del historiador	Nom Préposition Nom
significación real	2	10.69	significación real	Nom Adjectif
nuestra exposición	2	10.69	nuestra exposición	Nom Nom
paleografía latino	2	10.69	paleografía latina	Nom Adjectif
vanas hipótesis	2	10.69	vanas hipótesis	Nom Nom
material del economista	2	10.69	material del economista	Nom Préposition Nom
instrumento del análisis económico	2	10.69	instrumentos del análisis económico	Nom Préposition Nom Adjectif
lagrange	2	10.69	lagrange	Nom
estadística &rsqb	2	10.69	estadística &rsqb	Nom Nom
cuestión discutible	2	10.69	cuestión discutible	Nom Adjectif
inclusiva de campo	2	10.69	inclusiva de campos	Nom Préposition Nom
órganon único	2	10.69	órganon único	Nom Adjectif
conjunto de caso particular	2	10.69	conjuntos de casos particulares	Nom Préposition Nom Adjectif
investigación del país	2	10.69	investigación del país	Nom Préposition Nom
sociedad de distribución comercial	2	10.69	sociedad de distribución comercial	Nom Préposition Nom Adjectif
sociedad de promoción inmobiliario	2	10.69	sociedades de promoción inmobiliaria	Nom Préposition Nom Adjectif
servicio financiero y parafinancieros	2	10.69	servicios financieros y parafinancieros	Nom Adjectif Coord_Conjunction Adjectif
determinante importante	2	10.69	determinante importante	Nom Adjectif
procam	2	10.69	procam	Nom
compañía de factoring	2	10.69	compañía de factoring	Nom Préposition Nom
sociedad de cartera	2	10.69	sociedad de cartera	Nom Préposition Nom
contorno principal	2	10.69	contornos principales	Nom Adjectif
contemporary	2	10.69	contemporary	Nom
fuerza de detalle	2	10.69	fuerza de detalles	Nom Préposition Nom
process	2	10.69	process	Nom
aprovecho	2	10.69	aprovecho	Nom
compañía de seguridad	2	10.69	compañía de seguridad	Nom Préposition Nom
murcia	2	10.69	murcia	Nom
medio de esquema general	2	10.69	medio de esquemas generales	Nom Préposition Nom Adjectif
léon	2	10.69	léon	Nom
peculiaridad exclusivo	2	10.69	peculiaridades exclusivas	Nom Adjectif
cóncavas	2	10.69	cóncavas	Nom
economía enorme	2	10.69	economía enorme	Nom Adjectif
órganon del análisis económico	2	10.69	órganon del análisis económico	Nom Préposition Nom Adjectif
rasgo análogo	2	10.69	rasgos análogos	Nom Adjectif
año empleo	2	10.69	años empleo	Nom Nom
sociedad de servicio general	2	10.69	sociedad de servicios generales	Nom Préposition Nom Adjectif
programa de obra público	2	10.69	programas de obras públicas	Nom Préposition Nom Adjectif
mis lector	2	10.69	mis lectores	Nom Adjectif
parte posterior	2	10.69	partes posteriores	Nom Adjectif
excitación placentero	2	10.69	excitación placentera	Nom Adjectif
significado original	2	10.69	significado original	Nom Adjectif
cantidad -la	2	10.69	cantidades -la	Nom Nom
proposición fundamental	2	10.69	proposición fundamental	Nom Adjectif
autoridad local y junto	2	10.69	autoridades locales y juntas	Nom Adjectif Coord_Conjunction Adjectif
ingreso en término	2	10.69	ingreso en términos	Nom Préposition Nom
final del libro	2	10.69	final del libro	Nom Préposition Nom
construcción alternativo	2	10.69	construcción alternativa	Nom Adjectif
solterona	2	10.69	solterona	Nom
volumen opresivo	2	10.69	volumen opresivo	Nom Adjectif
autoridad público y semipúblicas	2	10.69	autoridades públicas y semipúblicas	Nom Adjectif Coord_Conjunction Adjectif
despreciarlo	2	10.69	despreciarlo	Verbe
conformaciones	2	10.69	conformaciones	Nom
juego del anillo	2	10.69	juego del anillo	Nom Préposition Nom
validez genuino	2	10.69	validez genuina	Nom Adjectif
objeto final	2	10.69	objeto final	Nom Adjectif
fe ingenuo	2	10.69	fe ingenua	Nom Adjectif
conservación de dinero	2	10.69	conservación de dinero	Nom Préposition Nom
función de empleo individual	2	10.69	funciones de empleo individual	Nom Préposition Nom Adjectif
competidor en conjunto	2	10.69	competidores en conjunto	Nom Préposition Nom
centenar de fotografía	2	10.69	centenar de fotografías	Nom Préposition Nom
marcha del progreso	2	10.69	marcha del progreso	Nom Préposition Nom
instrucción del tipo medio	2	10.69	instrucción del tipo medio	Nom Préposition Nom Adjectif
batalla de viveza	2	10.69	batalla de viveza	Nom Préposition Nom
objeto real y particular	2	10.69	objeto real y particular	Nom Adjectif Coord_Conjunction Adjectif
capitalista individual	2	10.69	capitalistas individuales	Nom Adjectif
semblantes	2	10.69	semblantes	Verbe
individuo de mentalidad	2	10.69	individuos de mentalidad	Nom Préposition Nom
laguna principal	2	10.69	lagunas principales	Nom Adjectif
incidente inevitable	2	10.69	incidente inevitable	Nom Adjectif
nuestros conocimiento	2	10.69	nuestros conocimientos	Nom Nom
nuestras dificultad	2	10.69	nuestras dificultades	Nom Nom
cosa en libertad	2	10.69	cosas en libertad	Nom Préposition Nom
observación común	2	10.69	observación común	Nom Adjectif
empleo óptimo	2	10.69	empleo óptimo	Nom Adjectif
cándidos	2	10.69	cándidos	Adjectif
inversión de acuerdo	2	10.69	inversiones de acuerdo	Nom Préposition Nom
extravagancias del individuo ignorante	2	10.69	extravagancias del individuo ignorante	Nom Préposition Nom Adjectif
principio de finanza	2	10.69	principios de finanzas	Nom Préposition Nom
fondo de amortización suficiente	2	10.69	fondos de amortización suficientes	Nom Préposition Nom Adjectif
ecuación clave	2	10.69	ecuación clave	Nom Adjectif
déficit presupuestal	2	10.69	déficit presupuestal	Nom Adjectif
tendencia en conflicto	2	10.69	tendencias en conflicto	Nom Préposition Nom
monto del ingreso	2	10.69	monto del ingreso	Nom Préposition Nom
gasto individual	2	10.69	gastos individuales	Nom Adjectif
nivel del ingreso	2	10.69	nivel del ingreso	Nom Préposition Nom
ingreso en descenso	2	10.69	ingreso en descenso	Nom Préposition Nom
brote de inversión	2	10.69	brote de inversión	Nom Préposition Nom
motivo subjetivo	2	10.69	motivos subjetivos	Nom Adjectif
propensión subjetivo	2	10.69	propensión subjetiva	Nom Adjectif
política probable	2	10.69	política probable	Nom Adjectif
clase usual	2	10.69	clase usual	Nom Adjectif
conducta habitual	2	10.69	conducta habitual	Nom Adjectif
desgaste actual	2	10.69	desgaste actual	Nom Adjectif
total pequeño	2	10.69	total pequeño	Nom Adjectif
economía estacionaria	2	10.69	economía estacionaria	Nom Nom
circunstancia grande	2	10.69	circunstancias gran	Nom Adjectif
futuro del ingreso	2	10.69	futuro del ingreso	Nom Préposition Nom
integridad formal	2	10.69	integridad formal	Nom Adjectif
demanda de ahorro	2	10.69	demanda de ahorros	Nom Préposition Nom
ingreso actual	2	10.69	ingreso actual	Nom Adjectif
calidad de aproximación	2	10.69	calidad de aproximación	Nom Préposition Nom
concomitancia frecuente	2	10.69	concomitancia frecuente	Nom Adjectif
ahorro genuino	2	10.69	ahorro genuino	Nom Adjectif
factor objetivo	2	10.69	factores objetivos	Nom Nom
consumir	2	10.69	consumir	Nom
partida de inversión	2	10.69	partidas de inversión	Nom Préposition Nom
inversión disponible	2	10.69	inversión disponible	Nom Adjectif
equipo de producción existente	2	10.69	equipo de producción existente	Nom Préposition Nom Adjectif
tributación confiscatoria	2	10.69	tributación confiscatoria	Nom Adjectif
cambio de periodo corto	2	10.69	cambios de periodo corto	Nom Préposition Nom Adjectif
casa viejo	2	10.69	casas viejas	Nom Adjectif
sección cuarto	2	10.69	sección cuarta	Nom Nom
propensión de gasto	2	10.69	propensión de gastos	Nom Préposition Nom
clase propietario	2	10.69	clases propietarias	Nom Adjectif
lobo profesional	2	10.69	lobos profesionales	Nom Adjectif
economía ricardiana	2	10.69	economía ricardiana	Nom Adjectif
valor de inversión	2	10.69	valor de inversión	Nom Préposition Nom
instinto de jugador	2	10.69	instinto de jugador	Nom Préposition Nom
equilibrio neutral	2	10.69	equilibrio neutral	Nom Adjectif
necesidad privativo	2	10.69	necesidades privativas	Nom Adjectif
acopio de inteligencia	2	10.69	acopio de inteligencia	Nom Préposition Nom
medida en salario real	2	10.69	medida en salarios reales	Nom Préposition Nom Adjectif
ganancia remoto	2	10.69	ganancias remotas	Nom Adjectif
distancia creciente	2	10.69	distancia creciente	Nom Adjectif
hombre medio	2	10.69	hombre medio	Nom Adjectif
clave de nuestro	2	10.69	clave de nuestro	Nom Préposition Nom
