Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
estómago	19	9.52	estómago	Nom
condicionantes	24	9.51	condicionantes	Nom
inmunidad	125	9.51	inmunidad	Nom
recipiente	24	9.51	recipiente___recipientes	Nom
etapa	222	9.5	etapa___etapas	Nom
acetato	11	9.49	acetato	Nom
frigorífico	29	9.49	frigorífico___frigoríficos	Nom
riego	29	9.49	riego	Nom
tipo de servicio	23	9.46	tipo de servicio___tipo de servicios___tipos de servicios	Nom Préposition Nom
ml	15	9.45	ml	Nom
fertilización	15	9.45	fertilización	Nom
hormona del crecimiento	15	9.45	hormona del crecimiento___hormonas del crecimiento	Nom Préposition Nom
media	87	9.44	media	Nom
sistema de gestión	38	9.42	sistema de gestión___sistemas de gestión	Nom Préposition Nom
fuente de información	29	9.41	fuente de información___fuentes de información	Nom Préposition Nom
abundancia	35	9.41	abundancia	Nom
fidelidad	28	9.41	fidelidad	Nom
valorización	52	9.4	valorización	Nom
musculatura	12	9.39	musculatura	Nom
concesión de etiqueta ecológico	12	9.39	concesión de etiqueta ecológica___concesión de etiquetas ecológicas	Nom Préposition Nom Adjectif
acueducto	12	9.39	acueducto	Nom
información referente	12	9.39	información referente___información referentes	Nom Adjectif
punto de origen	12	9.39	punto de origen	Nom Préposition Nom
inicio	179	9.38	inicio___inicios	Nom
mamario	13	9.37	mamario	Nom
sobrino	13	9.37	sobrino___sobrinos___sobrinas	Nom
servicio de acceso	13	9.37	servicio de acceso___servicios de acceso	Nom Préposition Nom
gestión de residuo	40	9.36	gestión de residuos	Nom Préposition Nom
regresión	39	9.36	regresión	Nom
estadio	54	9.35	estadio___estadios	Nom
discusión	286	9.35	discusión___discusiones	Nom
biomasa	48	9.34	biomasa	Nom
actividad de formación	16	9.33	actividad de formación___actividades de formación	Nom Préposition Nom
exposición	209	9.31	exposición___exposiciones	Nom
nivel de precio	24	9.3	nivel de precio___nivel de precios___niveles de precios	Nom Préposition Nom
distribución independiente	10	9.26	distribución independiente	Nom Adjectif
ángel azul	10	9.26	ángel azul	Nom Adjectif
frugalidad	10	9.26	frugalidad	Nom
mecanismo de acción	10	9.26	mecanismo de acción___mecanismos de acción	Nom Préposition Nom
efecto opuesto	10	9.26	efecto opuesto___efectos opuestos	Nom Adjectif
espina bífida	10	9.26	espina bífida	Nom Adjectif
tipo de dato	17	9.26	tipo de dato___tipo de datos___tipos de datos	Nom Préposition Nom
carburante diesel	10	9.26	carburantes diesel	Nom Adjectif
reino animal	10	9.26	reino animal	Nom Nom
proceso biológico	10	9.26	proceso biológico___procesos biológicos	Nom Adjectif
grupo químico	10	9.26	grupo químico___grupos químicos	Nom Adjectif
retazos	10	9.26	retazos	Nom
desarrollo de modelo	10	9.26	desarrollo de modelos	Nom Préposition Nom
inferencia	10	9.26	inferencia	Nom
principiantes	10	9.26	principiantes	Nom
alza de precio	10	9.26	alza de precios	Nom Préposition Nom
trastorno mental	10	9.26	trastorno mental___trastornos mentales	Nom Adjectif
capa superior	10	9.26	capa superior___capas superiores	Nom Adjectif
depredador	10	9.26	depredador	Nom
signo	104	9.25	signo___signos	Nom
pulso	27	9.24	pulso___pulsos	Nom
negro	32	9.24	negro___negrita	Nom
cuadrado	18	9.23	cuadrado___cuadraditos	Nom
órgano	322	9.2	órgano___órganos	Nom
cero	24	9.19	cero___ceros	Nom
formación	644	9.18	formación___formaciones	Nom
alquiler	29	9.17	alquiler___alquileres	Nom
desbordamiento	14	9.15	desbordamiento	Nom
dirección de correo	14	9.15	dirección de correo___direcciones de correo	Nom Préposition Nom
reposición	14	9.15	reposición	Nom
reserva financiero	14	9.15	reserva financiera___reservas financieras	Nom Adjectif
cantidad de dato	16	9.14	cantidad de datos___cantidades de datos	Nom Préposition Nom
capital inicial	16	9.14	capital inicial___capital iniciales	Nom Adjectif
depositario	16	9.14	depositario	Nom
reordenación	21	9.13	reordenación	Nom
descripción completo	11	9.12	descripción completa	Nom Adjectif
número de usuario	11	9.12	número de usuarios	Nom Préposition Nom
información digital	11	9.12	información digital___informaciones digitales	Nom Adjectif
international	11	9.12	international	Nom
tipo particular	11	9.12	tipo particular___tipos particulares	Nom Adjectif
eliminación	193	9.12	eliminación	Nom
herramienta de desarrollo	11	9.12	herramienta de desarrollo___herramientas de desarrollo	Nom Préposition Nom
verde	32	9.11	verde	Nom
creador	45	9.1	creador___creadora___creadores	Nom
ocurrencia	17	9.09	ocurrencia___ocurrencias	Nom
automoción	12	9.08	automoción	Nom
pandemias	12	9.08	pandemias	Nom
costo del transporte	12	9.08	costo del transporte___costos del transporte	Nom Préposition Nom
posibilidad de uso	12	9.08	posibilidades de uso	Nom Préposition Nom
corrosión	12	9.08	corrosión	Nom
condición excepcional	12	9.08	condiciones excepcionales	Nom Adjectif
ordenador portátil	12	9.08	ordenador portátil___ordenadores portátiles	Nom Adjectif
gravámenes ambiental	19	9.07	gravámenes ambientales	Nom Adjectif
factor de coagulación	9	9.06	factor de coagulación___factores de coagulación	Nom Préposition Nom
homosexual masculino	9	9.06	homosexual masculino___homosexuales masculinos	Nom Adjectif
síntoma clínico	9	9.06	síntoma clínico___síntomas clínicos	Nom Adjectif
método standard	9	9.06	método estándar___métodos estándar___métodos estándares	Nom Adjectif
ecosistema natural	9	9.06	ecosistemas naturales	Nom Adjectif
coincidente	9	9.06	coincidente	Nom
habitación	22	9.06	habitación	Nom
germen	27	9.06	germen___gérmenes	Nom
introducción de genes	9	9.06	introducción de genes	Nom Préposition Nom
modelo matemático	9	9.06	modelo matemático___modelos matemáticos	Nom Adjectif
tipo de virus	9	9.06	tipo de virus___tipos de virus	Nom Préposition Nom
información en forma	9	9.06	información en forma	Nom Préposition Nom
gravámenes	39	9.05	gravámenes	Nom
terapia genético	15	9.02	terapia genética___terapias genéticas	Nom Adjectif
edad adulto	15	9.02	edad adulta	Nom Adjectif
serie	599	9.01	serie___series	Nom
instalación de combustión	29	9.01	instalaciones de combustión	Nom Préposition Nom
restricción presupuestario	28	8.99	restricción presupuestaria___restricciones presupuestarias	Nom Adjectif
universo	22	8.95	universo	Nom
largo del tiempo	22	8.95	largo del tiempo	Nom Préposition Nom
cátedra	14	8.92	cátedra	Nom
mecanismo de defensa	18	8.92	mecanismo de defensa___mecanismos de defensa	Nom Préposition Nom
radiación	51	8.92	radiación	Nom
generación anterior	14	8.92	generación anterior___generaciones anteriores	Nom Adjectif
tercio	81	8.91	tercio___tercios	Nom
vocabulario	23	8.91	vocabulario	Nom
detección precoz	23	8.91	detección precoz	Nom Adjectif
convencionalismos	8	8.9	convencionalismos	Nom
fim	8	8.9	fim	Nom
puesto de periódico	8	8.9	puesto de periódicos	Nom Préposition Nom
neo	8	8.9	neo	Nom
tipo de soporte	8	8.9	tipo de soporte___tipo de soportes	Nom Préposition Nom
factor objetivo	8	8.9	factores objetivos	Nom Adjectif
edad de inicio	8	8.9	edad de inicio	Nom Préposition Nom
clase de inversión	8	8.9	clase de inversión___clase de inversiones___clases de inversiones	Nom Préposition Nom
eficacia del tratamiento	8	8.9	eficacia del tratamiento	Nom Préposition Nom
condición de normalidad	8	8.9	condiciones de normalidad	Nom Préposition Nom
grupo de hermano	8	8.9	grupo de hermanos___grupos de hermanos	Nom Préposition Nom
postrimerías	8	8.9	postrimerías	Nom
tecnología de tratamiento	8	8.9	tecnología de tratamiento___tecnologías de tratamiento	Nom Préposition Nom
ruta nuevo	8	8.9	ruta nueva___rutas nuevas	Nom Adjectif
espacio en blanco	8	8.9	espacio en blanco___espacios en blanco	Nom Préposition Nom
tecnología de refrigeración	8	8.9	tecnologías de refrigeración	Nom Préposition Nom
neoplasia	8	8.9	neoplasia	Nom
teoría cuantitativa	8	8.9	teoría cuantitativa	Nom Adjectif
memorización	8	8.9	memorización	Nom
reptil	8	8.9	reptiles	Nom
punto ciego	8	8.9	punto ciego___puntos ciegos	Nom Adjectif
lengua grande	8	8.9	lengua grande	Nom Adjectif
revista	42	8.9	revista___revistas	Nom
soporte tradicional	8	8.9	soporte tradicional___soportes tradicionales	Nom Adjectif
infartos	8	8.9	infartos	Nom
cambio ambiental	8	8.9	cambio ambiental___cambios ambientales	Nom Adjectif
forma puro	8	8.9	forma pura	Nom Adjectif
serie de meta	8	8.9	serie de metas	Nom Préposition Nom
proceso activo	8	8.9	proceso activo___procesos activos	Nom Adjectif
vello	8	8.9	vello	Nom
estructura químico	8	8.9	estructura química	Nom Adjectif
recicladores	8	8.9	recicladores	Nom
velocidad de transmisión	8	8.9	velocidad de transmisión	Nom Préposition Nom
tipo de área	8	8.9	tipo de área	Nom Préposition Nom
proceso evolutivos	8	8.9	procesos evolutivos	Nom Adjectif
velocistas	8	8.9	velocistas	Nom
desciframiento	8	8.9	desciframiento	Nom
cerebral	8	8.9	cerebral	Nom
velocista	8	8.9	velocista	Nom
teoremas	8	8.9	teoremas	Nom
imagen gráfico	8	8.9	imagen gráfica___imágenes gráficas	Nom Adjectif
alias	8	8.9	alias	Nom
latido	8	8.9	latido___latidos	Nom
rubéola	8	8.9	rubéola	Nom
literatura económico	8	8.9	literatura económica	Nom Adjectif
configuración básico	8	8.9	configuración básicos	Nom Adjectif
patogénicas	8	8.9	patogénicas	Nom
fichero correspondiente	8	8.9	fichero correspondiente___ficheros correspondientes	Nom Adjectif
década de vida	8	8.9	década de vida	Nom Préposition Nom
ambiente familiar	8	8.9	ambiente familiar	Nom Adjectif
déficit fiscal	8	8.9	déficit fiscal___déficit fiscales	Nom Adjectif
palabra latino	8	8.9	palabra latina	Nom Adjectif
count	8	8.9	count	Nom
congénito	8	8.9	congénito	Nom
ausencia completo	8	8.9	ausencia completa	Nom Adjectif
coste de investigación	8	8.9	costes de investigación	Nom Préposition Nom
rendimiento escolar	8	8.9	rendimiento escolar	Nom Adjectif
miniaturización	8	8.9	miniaturización	Nom
enfermedad del sistema nervioso	8	8.9	enfermedades del sistema nervioso	Nom Préposition Nom Adjectif
hiperactividad	8	8.9	hiperactividad	Nom
producción correspondiente	8	8.9	producción correspondiente	Nom Adjectif
priority	8	8.9	priority	Nom
ventana nuevo	8	8.9	ventana nueva	Nom Adjectif
videocasetes	8	8.9	videocasetes	Nom
prolina	8	8.9	prolina	Nom
estimación	95	8.88	estimación___estimaciones	Nom
momento del nacimiento	10	8.85	momento del nacimiento	Nom Préposition Nom
potasio	10	8.85	potasio	Nom
economía cerrado	10	8.85	economía cerrada	Nom Adjectif
ecosistema terrestre	10	8.85	ecosistemas terrestres	Nom Adjectif
periférico	10	8.85	periférico	Nom
moderno	10	8.85	modernos	Nom
subtítulos	10	8.85	subtítulos	Nom
incubadora	10	8.85	incubadora	Nom
luminosidad	10	8.85	luminosidad	Nom
calentador	10	8.85	calentador	Nom
número de ejemplo	10	8.85	número de ejemplo	Nom Préposition Nom
grosor	10	8.85	grosor	Nom
imitador	10	8.85	imitador	Nom
fase de concepción	10	8.85	fase de concepción	Nom Préposition Nom
método estadístico	13	8.84	método estadístico___métodos estadísticos	Nom Adjectif
capacidad de aprendizaje	13	8.84	capacidad de aprendizaje___capacidades de aprendizaje	Nom Préposition Nom
forma de liquidación	7	8.82	forma de liquidación	Nom Préposition Nom
multiplataforma	7	8.82	multiplataforma	Nom
banda magnético	7	8.82	banda magnética	Nom Adjectif
progresión del tumor	7	8.82	progresión del tumor	Nom Préposition Nom
reproducción sexual	7	8.82	reproducción sexual	Nom Adjectif
marcador polimórfico	7	8.82	marcador polimórfico	Nom Adjectif
glicerato	7	8.82	glicerato	Nom
cáncer colorrectal metastásico	7	8.82	cáncer colorrectal metastásico	Nom Adjectif Adjectif
infección por virus	7	8.82	infección por virus___infecciones por virus	Nom Préposition Nom
clase de inmunoglobulina	7	8.82	clases de inmunoglobulina	Nom Préposition Nom
contrato de futuros	7	8.82	contrato de futuros	Nom Préposition Nom
aminoácido fenilalanina	7	8.82	aminoácido fenilalanina	Nom Adjectif
component	7	8.82	component	Nom
heterogeneidad genético	7	8.82	heterogeneidad genética	Nom Adjectif
respuesta primario	7	8.82	respuesta primaria___respuestas primaria___respuestas primarias	Nom Adjectif
genotipo aa	7	8.82	genotipo aa	Nom Adjectif
recuperación de documento	7	8.82	recuperación de documentos	Nom Préposition Nom
arn mensajeros	7	8.82	arn mensajeros	Nom Adjectif
morbididad	7	8.82	morbididad	Nom
eliminación final	7	8.82	eliminación final	Nom Adjectif
secuencia diferente	7	8.82	secuencias diferentes	Nom Adjectif
hábitats acuático	7	8.82	hábitats acuáticos	Nom Adjectif
suceso genético	7	8.82	suceso genético___sucesos genéticos	Nom Adjectif
enlace químico	7	8.82	enlace químico___enlaces químicos	Nom Adjectif
proceso de división	7	8.82	proceso de división___procesos de división	Nom Préposition Nom
trastorno multifactoriales	7	8.82	trastornos multifactoriales	Nom Adjectif
etapa de ensayo	7	8.82	etapa de ensayo___etapa de ensayos	Nom Préposition Nom
animal transgénicos	7	8.82	animales transgénicos	Nom Adjectif
síntesis del arn	7	8.82	síntesis del arn	Nom Préposition Nom
región reguladoras	7	8.82	regiones reguladoras	Nom Adjectif
defecto enzimáticos	7	8.82	defectos enzimáticos	Nom Adjectif
individuo de raza blanco	7	8.82	individuos de raza blanca	Nom Préposition Nom Adjectif
número de mutación	7	8.82	número de mutaciones	Nom Préposition Nom
macromoléculas	7	8.82	macromoléculas	Nom
genes codificador	7	8.82	genes codificadores	Nom Nom
mapeo físico	7	8.82	mapeo físico	Nom Adjectif
locus marcador	7	8.82	locus marcador	Nom Nom
inserción de genes	7	8.82	inserción de genes	Nom Préposition Nom
inmunitario del receptor	7	8.82	inmunitario del receptor	Nom Préposition Nom
mapeo genético	7	8.82	mapeo genético	Nom Adjectif
combinación de alelos	7	8.82	combinación de alelos___combinaciones de alelos	Nom Préposition Nom
replicarse	7	8.82	replicarse	Nom
túbulos	7	8.82	túbulos	Nom
cromosoma distinto	7	8.82	cromosoma distinto___cromosomas distintos	Nom Adjectif
célula del tejido	7	8.82	células del tejido	Nom Préposition Nom
nivel de proteína	7	8.82	niveles de proteína___niveles de proteínas	Nom Préposition Nom
molécula de hemoglobina	7	8.82	molécula de hemoglobina	Nom Préposition Nom
nuestros dato	7	8.82	nuestros datos	Nom Nom
miércoles del mes	7	8.82	miércoles del mes	Nom Préposition Nom
espermática	7	8.82	espermática	Nom
itut	7	8.82	itut	Nom
desarrollo cerebral	7	8.82	desarrollo cerebral	Nom Adjectif
espacio de disco	7	8.82	espacio de disco	Nom Préposition Nom
forma complejo	7	8.82	forma complejo___forma compleja	Nom Adjectif
polo positivo	7	8.82	polo positivo	Nom Adjectif
interés de depósito interbancario	7	8.82	interés de depósito interbancario	Nom Préposition Nom Adjectif
estructura físico	7	8.82	estructura física	Nom Adjectif
tk	7	8.82	tk	Nom
patogénicos	7	8.82	patogénicos	Nom
información textual	7	8.82	información textual	Nom Adjectif
dna clonado	7	8.82	dna clonado	Nom Nom
gen lacz	7	8.82	gen lacz	Nom Adjectif
población diana	7	8.82	población diana	Nom Nom
semana de gestación	7	8.82	semana de gestación___semanas de gestación	Nom Préposition Nom
cavidades	7	8.82	cavidades	Nom
reordenaciones cromosómicas	7	8.82	reordenaciones cromosómicas	Nom Nom
medio del teclado	7	8.82	medio del teclado	Nom Préposition Nom
virus de epstein-barr	7	8.82	virus de epstein-barr	Nom Préposition Nom
sir	7	8.82	sir	Nom
colonia bacterianas	7	8.82	colonias bacterianas	Nom Nom
topoisomerasa	7	8.82	topoisomerasa	Nom
proteína en cuestión	7	8.82	proteína en cuestión___proteínas en cuestión	Nom Préposition Nom
molécula diferente	7	8.82	molécula diferente___moléculas diferentes	Nom Adjectif
volumen del sonido	7	8.82	volumen del sonido	Nom Préposition Nom
temporización	7	8.82	temporización	Nom
poliploidía	7	8.82	poliploidía	Nom
factor sigma	7	8.82	factores sigma	Nom Adjectif
proteína cromosómicas	7	8.82	proteínas cromosómicas	Nom Nom
extensión multimedia	7	8.82	extensión multimedia___extensiones multimedia	Nom Adjectif
síntesis de molécula	7	8.82	síntesis de moléculas	Nom Préposition Nom
progresión tumoral	7	8.82	progresión tumoral	Nom Nom
aislamiento de genes	7	8.82	aislamiento de genes	Nom Préposition Nom
región seudoautosómica	7	8.82	región seudoautosómica	Nom Adjectif
molécula de ácido nucleico	7	8.82	molécula de ácido nucleico___moléculas de ácido nucleico	Nom Préposition Nom Adjectif
biblioteca de dna genómico	7	8.82	biblioteca de dna genómico	Nom Préposition Nom Adjectif
romos	7	8.82	romos	Nom
pólipos	7	8.82	pólipos	Nom
análisis del dna	7	8.82	análisis del dna	Nom Préposition Nom
dna eucariótico	7	8.82	dna eucariótico	Nom Adjectif
compactación	7	8.82	compactación	Nom
información de estado	7	8.82	información de estado	Nom Préposition Nom
marcador de superficie	7	8.82	marcadores de superficie	Nom Préposition Nom
plásmido circular	7	8.82	plásmido circular	Nom Adjectif
red diferente	7	8.82	red diferente___redes diferentes	Nom Adjectif
cola complementario	7	8.82	colas complementarias	Nom Adjectif
propósito especial	7	8.82	propósito especial___propósitos especiales	Nom Adjectif
fuente de dna	7	8.82	fuente de dna	Nom Préposition Nom
estrategia de terapia génica	7	8.82	estrategia de terapia génica___estrategias de terapia génica	Nom Préposition Nom Adjectif
registro fósil	7	8.82	registro fósil	Nom Nom
cantidad del producto	7	8.82	cantidad del producto___cantidades del producto	Nom Préposition Nom
mutados	7	8.82	mutados	Nom
célula eucariota	7	8.82	célula eucariota	Nom Adjectif
url del documento	7	8.82	url del documento	Nom Préposition Nom
producto de genes	7	8.82	producto de genes___productos de genes	Nom Préposition Nom
nfs	7	8.82	nfs	Nom
imagen fijo	7	8.82	imágenes fijas	Nom Adjectif
serie de proteína	7	8.82	serie de proteínas	Nom Préposition Nom
